Gene	Expt	x	y	neighbour	neighbour_array	neighbour_prob
Yjefn3	72	18848.503245796	26704.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18848.503245796	26739.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	18848.503245796	26797.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Serpini1	58	18848.503245796	26840.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	18848.503245796	26965.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Cck	5	18848.503245796	26997.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc6a1	60	18848.503245796	27016.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc6a1	60	18848.503245796	27178.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Cpne5	14	18848.503245796	27243.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18848.503245796	27294.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Htr3a	25	18848.503245796	27303.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	18849.503245796	26120.6630169508	86080	[76794, 76345, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	18849.503245796	26156.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Cplx2	13	18849.503245796	26333.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Snca	61	18849.503245796	26354.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18849.503245796	26395.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	18849.503245796	26480.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Pnoc	46	18849.503245796	26535.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cnr1	9	18849.503245796	26546.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	18849.503245796	26572.6630169508	86080	[73619, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Kit	29	18849.503245796	26664.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Thsd7a	68	18849.503245796	26681.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18849.503245796	26730.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	18849.503245796	26848.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Reln	52	18849.503245796	26874.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Lamp5	30	18849.503245796	26912.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Hapln1	24	18849.503245796	26975.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18849.503245796	27036.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18849.503245796	27047.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Calb2	4	18849.503245796	27051.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18849.503245796	27072.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Reln	52	18849.503245796	27096.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Vip	70	18849.503245796	27131.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Grin3a	23	18850.503245796	26151.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Pvalb	49	18850.503245796	26197.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18850.503245796	26495.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	18850.503245796	26605.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	18850.503245796	26719.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	18850.503245796	26916.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18850.503245796	26931.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Calb1	3	18850.503245796	27021.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Satb1	56	18850.503245796	27068.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	18850.503245796	27247.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	18851.503245796	26081.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	18851.503245796	26122.6630169508	86080	[76794, 76345, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18851.503245796	26236.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	18851.503245796	26243.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Thsd7a	68	18851.503245796	26249.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Grin3a	23	18851.503245796	26254.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Nos1	34	18851.503245796	26292.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Npy2r	37	18851.503245796	26807.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Cck	5	18851.503245796	26817.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Pde1a	42	18851.503245796	26868.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18851.503245796	27191.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Cadps2	2	18851.503245796	27263.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18852.503245796	26686.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Gad1	21	18852.503245796	26755.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	18852.503245796	26949.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18852.503245796	27218.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18853.503245796	26054.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Gad1	21	18853.503245796	26212.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Pnoc	46	18853.503245796	26286.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Npy	36	18853.503245796	26404.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Snca	61	18853.503245796	26459.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	18853.503245796	26621.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18853.503245796	26749.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Hapln1	24	18853.503245796	26768.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Prkca	47	18853.503245796	26779.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	18853.503245796	26789.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Cxcl14	18	18853.503245796	27001.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	18853.503245796	27253.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Cryab	17	18854.503245796	26098.6630169508	86080	[76794, 76345, 76841, 86080]	[0.0, 0.0, 0.0, 1.0]
Htr3a	25	18854.503245796	26110.6630169508	86080	[76794, 76345, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18854.503245796	26119.6630169508	86080	[76794, 76345, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Crhbp	16	18854.503245796	26200.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	18854.503245796	26324.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Gad1	21	18854.503245796	26357.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Htr3a	25	18854.503245796	26392.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18854.503245796	26429.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cadps2	2	18854.503245796	26556.6630169508	86080	[76242, 76345, 73619, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	18854.503245796	26562.6630169508	86080	[76242, 73619, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Penk	43	18854.503245796	26669.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Trp53i11	69	18854.503245796	26678.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Pnoc	46	18854.503245796	26727.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Bcl11b	1	18854.503245796	26734.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Penk	43	18854.503245796	26854.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Cpne5	14	18854.503245796	26893.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Cnr1	9	18854.503245796	27010.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Cox6a2	12	18854.503245796	27074.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Nrn1	39	18854.503245796	27108.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Pcp4	41	18854.503245796	27165.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Cadps2	2	18854.503245796	27301.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Cck	5	18855.503245796	26017.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Cnr1	9	18855.503245796	26157.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18855.503245796	26162.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Yjefn3	72	18855.503245796	26275.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cdh13	6	18855.503245796	26363.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Hapln1	24	18855.503245796	26374.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Htr3a	25	18855.503245796	26397.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Snca	61	18855.503245796	26497.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Reln	52	18855.503245796	26522.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Trp53i11	69	18855.503245796	26658.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Th	67	18855.503245796	26743.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	18855.503245796	26799.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	18855.503245796	26848.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	18855.503245796	26859.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	18855.503245796	26870.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18855.503245796	26911.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Cryab	17	18855.503245796	26932.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18855.503245796	26972.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc6a1	60	18855.503245796	27204.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Pnoc	46	18855.503245796	27258.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18856.503245796	26088.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	18856.503245796	26130.6630169508	86080	[76794, 76345, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18856.503245796	26240.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18856.503245796	26245.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Kcnk2	27	18856.503245796	26335.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	18856.503245796	26386.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18856.503245796	26425.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cdh13	6	18856.503245796	26437.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Thsd7a	68	18856.503245796	26513.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	18856.503245796	26535.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Prkca	47	18856.503245796	26546.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Pvalb	49	18856.503245796	26588.6630169508	86080	[73619, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Snca	61	18856.503245796	26624.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Ntng1	40	18856.503245796	26652.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	18856.503245796	26692.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Chrm2	8	18856.503245796	26964.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18856.503245796	27046.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18856.503245796	27068.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Prkca	47	18857.503245796	26032.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac1	65	18857.503245796	26328.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18857.503245796	26449.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18857.503245796	26477.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cdh13	6	18857.503245796	26525.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cryab	17	18857.503245796	26813.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Id2	26	18857.503245796	26826.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Lamp5	30	18857.503245796	26834.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Ntng1	40	18857.503245796	26865.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18857.503245796	26876.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Thsd7a	68	18857.503245796	27142.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Gad1	21	18857.503245796	27280.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18858.503245796	26081.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	18858.503245796	26738.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Lamp5	30	18858.503245796	26979.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Ntng1	40	18858.503245796	27136.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	18858.503245796	27160.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Aldoc	0	18858.503245796	27171.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18859.503245796	26027.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Crhbp	16	18859.503245796	26034.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Penk	43	18859.503245796	26040.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Pcp4	41	18859.503245796	26054.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Kctd12	28	18859.503245796	26109.6630169508	86080	[76794, 76345, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	18859.503245796	26119.6630169508	86080	[76794, 76345, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Aldoc	0	18859.503245796	26188.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18859.503245796	26239.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	18859.503245796	26250.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	18859.503245796	26258.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Kcnk2	27	18859.503245796	26290.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Pcp4	41	18859.503245796	26313.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	18859.503245796	26349.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Th	67	18859.503245796	26442.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Vip	70	18859.503245796	26852.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Ntng1	40	18859.503245796	27060.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Enpp2	19	18859.503245796	27151.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Cck	5	18859.503245796	27235.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Pvalb	49	18860.503245796	26231.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Pcp4	41	18860.503245796	26293.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Th	67	18860.503245796	26356.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Id2	26	18860.503245796	26500.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cdh13	6	18860.503245796	26521.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cryab	17	18860.503245796	26733.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Prkca	47	18860.503245796	26779.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18860.503245796	26846.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Bcl11b	1	18860.503245796	26982.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	18860.503245796	27102.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Cxcl14	18	18860.503245796	27179.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18861.503245796	26456.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cox6a2	12	18861.503245796	26627.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Cck	5	18861.503245796	26692.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc6a1	60	18861.503245796	27203.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Plp1	45	18862.503245796	26380.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	18862.503245796	26417.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	18862.503245796	26664.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18862.503245796	26887.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Ntng1	40	18862.503245796	27056.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	18863.503245796	26043.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Cplx2	13	18863.503245796	26073.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	18863.503245796	26082.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Npy	36	18863.503245796	26087.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Gda	22	18863.503245796	26287.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Npy	36	18863.503245796	26306.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	18863.503245796	26343.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18863.503245796	26355.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Serpini1	58	18863.503245796	26509.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Pcp4	41	18863.503245796	26593.6630169508	86080	[73619, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18863.503245796	26676.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Pnoc	46	18863.503245796	26807.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Gda	22	18863.503245796	27047.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Sncg	62	18863.503245796	27093.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Pnoc	46	18863.503245796	27192.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Pcp4	41	18864.503245796	26100.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18864.503245796	26124.6630169508	86080	[76794, 76345, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Lhx6	31	18864.503245796	26133.6630169508	86080	[76794, 76345, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Kcnk2	27	18864.503245796	26215.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18864.503245796	26247.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Chrm2	8	18864.503245796	26293.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Thsd7a	68	18864.503245796	26315.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Kctd12	28	18864.503245796	26372.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Snca	61	18864.503245796	26399.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cryab	17	18864.503245796	26539.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18864.503245796	26688.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18864.503245796	26697.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18864.503245796	26711.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Hapln1	24	18864.503245796	26742.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18864.503245796	26769.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Ndnf	32	18864.503245796	26786.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18864.503245796	26792.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Nov	35	18864.503245796	26822.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
